entry,base_smiles,ligand_smiles,solvent_smiles,concentration,temp_c,electrophile_smiles,nucleophile_smiles,product_smiles,yield
530,O=C([O-])C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,6.22
531,O=C([O-])C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
532,O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,5.67
533,O=C([O-])C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,61.86
534,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,66.9
535,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
536,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,3.88
537,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
538,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,3.07
539,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,21.74
540,O=C([O-])C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,30.02
541,O=C([O-])C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
542,O=C([O-])C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,4.85
543,O=C([O-])C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
544,O=C([O-])C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,3.51
545,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,7.02
546,O=C([O-])C(C)(C)C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,33.65
547,O=C([O-])C(C)(C)C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
548,O=C([O-])C(C)(C)C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,8.24
549,O=C([O-])C(C)(C)C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
550,O=C([O-])C(C)(C)C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.35
551,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,22.87
552,O=C([O-])C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,8.69
553,O=C([O-])C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
554,O=C([O-])C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.15
555,O=C([O-])C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
556,O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.59
557,O=C([O-])C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,45.62
558,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,43.05
559,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
560,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,18.22
561,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
562,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.44
563,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,26.97
564,O=C([O-])C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,38.44
565,O=C([O-])C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
566,O=C([O-])C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,15.98
567,O=C([O-])C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
568,O=C([O-])C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,6.18
569,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,54.52
570,O=C([O-])C(C)(C)C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,26.52
571,O=C([O-])C(C)(C)C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
572,O=C([O-])C(C)(C)C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,20.07
573,O=C([O-])C(C)(C)C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
574,O=C([O-])C(C)(C)C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,1.76
575,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC1=CC=C(C)C=C1,0.057,120,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,39.32
576,O=C([O-])C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,5.75
577,O=C([O-])C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
578,O=C([O-])C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,37.38
579,O=C([O-])C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.41
580,O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,11.68
581,O=C([O-])C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,38.79
582,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.66
583,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
584,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,8.5
585,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.52
586,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,38.79
587,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,60.68
588,O=C([O-])C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,6.26
589,O=C([O-])C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
590,O=C([O-])C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,12.44
591,O=C([O-])C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.53
592,O=C([O-])C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,31.85
593,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,86.14
594,O=C([O-])C(C)(C)C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
595,O=C([O-])C(C)(C)C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
596,O=C([O-])C(C)(C)C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,3.55
597,O=C([O-])C(C)(C)C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.53
598,O=C([O-])C(C)(C)C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,28.53
599,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,27.79
600,O=C([O-])C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,12.07
601,O=C([O-])C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
602,O=C([O-])C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,4.97
603,O=C([O-])C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
604,O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.66
605,O=C([O-])C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,32.5
606,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,13.31
607,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
608,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,5.65
609,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
610,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.85
611,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,33.95
612,O=C([O-])C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,28.02
613,O=C([O-])C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
614,O=C([O-])C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
615,O=C([O-])C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
616,O=C([O-])C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
617,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
618,O=C([O-])C(C)(C)C.[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,54.55
619,O=C([O-])C(C)(C)C.[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
620,O=C([O-])C(C)(C)C.[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,8.95
621,O=C([O-])C(C)(C)C.[Cs+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
622,O=C([O-])C(C)(C)C.[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,2.53
623,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,75.4
624,O=C([O-])C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,15.36
625,O=C([O-])C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
626,O=C([O-])C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,3.68
627,O=C([O-])C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
628,O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,1.39
629,O=C([O-])C.[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,25.35
630,O=C([O-])C(C)(C)C.[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,42.48
631,O=C([O-])C(C)(C)C.[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
632,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,11.24
633,O=C([O-])C(C)(C)C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCCOC(C)=O,0.153,90,Fc1ccccc1Br,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccccc1F,0.0
